question,category
Will George Santos serve a full term in office?,Politics & Governance
"Will $SPY close above $431.00 on October 20th, 2023?",Economics & Business
Will Dominion Energy stock $D be trading above $50 per share by the end of 2023?,Economics & Business
Apple announces new iPads this week,Science & Tech
Will the SAG-AFTRA strike end before 12/1/23?,Economics & Business
Will I compete in the intercollegiate OPTIC tournament in Boston?,Sports
Will the Golden State Warriors win 45 or more games in the 2023-2024 NBA regular season?,Sports
Will human narration for audiobooks become mostly unnecessary before 2026?,Science & Tech
Will Alexis Lafrenière score 20 goals or more for the New York Rangers in the 2022/24 season?,Sports
Will Bitcoin Cash (BCH/USD) Close Higher October 16th Than The Close Of October 15th?  [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Dogecoin (DOGE/USD) Close Higher October 16th Than The Close Of October 15th?  [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Cardano (ADA/USD) Close Higher October 16th Than The Close Of October 15th?  [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Binance Coin (BNB/USD) Close Higher October 16th Than The Close Of October 15th? [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Chainlink (LINK/USD) Close Higher October 16th Than The Close Of October 15th? [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Ethereum (ETH/USD) Close Higher October 16th Than The Close Of October 15th? [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Stellar (XLM/USD) Close Higher October 16th Than The Close Of October 15th?  [ṀANA PRIZE LEADERBOARD],Economics & Business
Will Virginia flip the major party from Republican to Democrat in the House of Delegates in the 2023 election?,Politics & Governance
Will Litecoin (LTC/USD) Close Higher October 16th Than The Close Of October 15th? [ṀANA PRIZE LEADERBOARD],Economics & Business
Will BA flight 442 from London to Amsterdam on 2023-10-18 arrive with 30+ min delay (YES)?,Economics & Business
Will LX flight 1111 from Munich to Zurich on 2023-10-18 arrive with 30+ min delay (YES)?,Economics & Business
Will WN flight 300 from Austin to Columbus on 2023-10-18 arrive with 30+ min delay (YES)?,Economics & Business
Will UNC win the ACC?,Sports
Will Bitcoin BTC close higher on October 16 than it closed on October 15?,Economics & Business
Will I be promoted to senior SDE by March 1st 2024?,Economics & Business
Will the US military get involved in the Israel-Hamas war in 2023?,Security & Defenses
Will DL flight 31 from London to Atlanta on 2023-10-18 arrive with 30+ min delay (YES)?,Economics & Business
Is there an infinite game of beggar-my-neighbor?,Economics & Business
Will Joe Biden be alive in November of 2028?,Politics & Governance
Are π and e algebraically independent?,Science & Tech
Will the 30 Year Fixed Mortgage Rate Exceed 8% at the end of October?,Economics & Business
Will Joe Biden visit Saudi Arabia by the end of 2023?,Politics & Governance
Is Schanuel's conjecture true?,Science & Tech
AI doomer terrorism in 2024?,Security & Defenses
Is the four exponentials conjecture true?,Science & Tech
Will Betelgeuse go supernova in the next 12 months?,Science & Tech
"Will Goias beat Sao Paulo during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
"Will Bahia beat Internacional during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
Will a Pulsar Timing Array experiment detect gravitational waves from a resolvable point source before 2025?,Science & Tech
Will Ed Lararson be the next new host of Last Podcast on the Left? (Before June 2024),Arts & Recreation
Will XRP close higher on October 16 than it closed on October 15?,Economics & Business
"Will Cruzeiro beat Flamengo during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
Will Trump violate his bail agreement in the January 6 case before the start of the trial in March 2024?,Politics & Governance
Is the three exponentials conjecture true?,Science & Tech
"Will Qatar beat Iran during regular time on Tue, Oct 17, 2023? - Friendlies",Sports
Will Israël invade the w Gaza Strip by Tuesday Oct 17 12 pm EST?,Politics & Governance
"Will Palmeiras beat Atletico-MG during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
"Will Santos beat RB Bragantino during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
"Will Vasco DA Gama beat Fortaleza EC during regular time on Thu, Oct 19, 2023? - Campeonato Brasileiro Série A",Sports
"Will Jordan beat Iraq during regular time on Tue, Oct 17, 2023? - Friendlies",Sports
Will Elon Musk use Manifold to make one major decision by 2024?,Economics & Business
Will we believe that AI character bots make it harder for kids to form human friendships by 2028?,Science & Tech
"Will my newsletter, thebakery.substack.com, reach 130 subscribers before the end of November?",Economics & Business
Will Liam be the most popular boys name for 2023?,Arts & Recreation
Will the Vesuvius Challenge recover at least one known lost work (>= 1k words) by 2030?,Science & Tech
Will the Texas Rangers win the AL Championship?,Sports
"Will Tropical Storm Hone form (in the Central Pacific) before Jan 1, 2025?",Science & Tech
Will Stephen Curry finish top 10 in MVP voting this year?,Sports
Will $SHREK become a certified dank meme stock?,Economics & Business
Will the Rugby World Cup final be South Africa vs New Zealand?,Sports
🏈 2023 NCAAF: Will Georgia State beat Louisiana?,Sports
🏈 2023 NCAAF: Will Wisconsin beat Illinois?,Sports
🏈 2023 NCAAF: Will Utah State beat San Jose State?,Sports
Will GOAT gymnast Simone Biles compete at the 2024 Olympics in Paris?,Sports
🏈 2023 NCAAF: Appalachian State beat Old Dominion?,Sports
🏈 2023 NCAAF: Will #2 Michigan beat Michigan State?,Sports
🏈 2023 NCAAF: Will Colorado State beat UNLV?,Sports
🏈 2023 NCAAF: Will Nevada beat San Diego State?,Sports
U.S. District Judge will issue a ruling that clearly states Google broke the law.,Politics & Governance
🏈 2023 NCAAF: Will #17 Tennessee beat #11 Alabama?,Sports
🏈 2023 NCAAF: Will #13 Ole Miss beat Auburn?,Sports
🏈 2023 NCAAF: Will #16 Duke beat #4 Florida State?,Sports
🏈 2023 NCAAF: Will Virginia beat #10 North Carolina?,Sports
🏈 2023 NCAAF: Will Hawaii beat New Mexico?,Sports
🏈 2023 NCAAF: Will Toledo beat Miami (OH)?,Sports
🏈 2023 NCAAF: Will Army beat #19 LSU?,Sports
🏈 2023 NCAAF: Will Clemson beat Miami?,Sports
🏈 2023 NCAAF: Will Pittsburgh beat Wake Forest?,Sports
🏈 2023 NCAAF: Will James Madison beat Marshall?,Sports
🏈 2023 NCAAF: Will Rice beat Tulsa?,Sports
🏈 2023 NCAAF: Will Western Kentucky beat Jacksonville State?,Sports
Will I go to the gym on at least 3 distinct days this week (Oct 16 - Oct 22)?,Arts & Recreation
🏈 2023 NCAAF: Will Rutgers beat Indiana?,Sports
🏈 2023 NCAAF: Will Air Force beat Navy?,Sports
🏈 2023 NCAAF: Will Charlotte beat East Carolina?,Sports
🏈 2023 NCAAF: Will Minnesota beat #24 Iowa?,Sports
🏈 2023 NCAAF: Will Northwestern beat Nebraska?,Sports
Will Spendthrift's four first-crop sires finish as the top four on the TDN N.A. sire list by earnings in 2023?,Sports
🏈 2023 NCAAF: Will South Florida beat Connecticut?,Sports
🏈 2023 NCAAF: Will Memphis beat UAB?,Sports
🏈 2023 NCAAF: Will Florida International beat Sam Houston State?,Sports
🏈 2023 NCAAF: Will SMU beat Temple?,Sports
🏈 2023 NCAAF: Will South Carolina beat #20 Missouri?,Sports
🏈 2023 NCAAF: Will Mississippi State beat Arkansas?,Sports
🏈 2023 NCAAF: Will Boston College beat Georgia Tech?,Sports
🏈 2023 NCAAF: Will New Mexico State beat UTEP?,Sports
Will Manchester United finish in the top half of the table in the 2023/24 Premier League season?,Sports
Will AS flight 516 from Seattle to Fort Lauderdale on 2023-10-16 arrive with 30+ min delay (YES)?,Economics & Business
Polish elections 2023: will exit poll results have an error of >=3.0 percentage points for any electoral committee?,Politics & Governance
"Will AGI Exist Before Tuesday, October 15, 2024",Science & Tech
Will San Antonio Spurs Coach Gregg Popovich announce his retirement before the end of the 2023-24 NBA season?,Sports
Will South Africa beat England in the semi finals Rugby World Cup?,Sports
Will Gen.G beat GAM Esports,Sports
"Between Oct 15 2023 and EOY 2028, will the US unemployment rate be continuously above 8% for at least a year?",Economics & Business
Will the Houston Astros beat the Texas Rangers in Game 1 of the League Championship Series?,Sports
Will LP flight 2068 from Tacna to Lima on 2023-10-15 arrive with 30+ min delay (YES)?,Economics & Business
Will G2 beat Dplus Kia,Sports
Will BLG beat Kt Rolster,Sports
🏈2023 NCAAF: Will Tennessee defeat Alabama?,Sports
🏈2023 NCAAF: Will Air Force defeat Navy?,Sports
Will Taylor Swift break up with Travis Kelce and ruin Chiefs season?,Sports
🏈2023 NCAAF: Will Texas defeat Houston?,Sports
🏈2023 NCAAF: Will UCF defeat Oklahoma?,Sports
Will Demi Vollering win the Ardennes triple again in her career?,Sports
Will the United States Supreme Court hold that SEC Commissioners are removable at will in SEC v. Jarkesy?,Politics & Governance
Will Mrbeast reach 210 milion subscribers until 2024?,Arts & Recreation
Will Hamas be governing Gaza City on 13 April 2024?,Politics & Governance
Will NIFTY 50 (NIFTY) close higher on October 17 than it closed on October 16?,Economics & Business
"As the owner of a museum with Ötzi’s corpse, would you accept a $100,000 offer from Jeff Bezos to mate with it?",Arts & Recreation
Will NIFTY 50 (NIFTY) close higher on October 18 than it closed on October 17?,Economics & Business
Will there be a successful hostage rescue operation in Gaza by Israel during 2023?,Politics & Governance
Will frozen Russian assets be used to fund Ukrainian resistance by the end of 2023?,Politics & Governance
Will any House Republicans side with the Democrats for House speaker?,Politics & Governance
"Will Tesla close at $270.00 or higher on October 12, 2023?",Economics & Business
Will the UK's monthly GDP figure published on 10th November show positive growth?,Economics & Business
Will global carbon emissions from all sources peak in or by 2025?,Science & Tech
Will Connor Bedard win the Calder trophy as the best rookie in the NHL?,Sports
Will the Chiefs beat the Broncos by at least 18 points in Week 6?,Sports
Will there be 450 operational nuclear reactors in 2024?,Science & Tech
Will AI replace jurors in trials?,Politics & Governance
"Will there be a ""global jihad"" on Friday October 13th?",Security & Defenses
Will it snow on Christmas 2023 in New York City?,Science & Tech
Will Fredrik Knudsen upload a new video in October?,Arts & Recreation
Will the next house speaker be a democrat?,Politics & Governance
